fid,area,area_unit,roll_number,lot_blk_plan,assessment_value,legal,lot,block,plan,house_number,house_half,street_name,street_address,lot_blk_plan_code,short_roll_number,subdivision,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
596660,485.59990351,Metres,12060328000,Lot:40 Block:8 Plan:101903150,"$456,800.00","",40,8,101903150,4709,"",20 Street,4709 20 Street,40-8-101903150,060328,City of Lloydminster,4709,20 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0Z6,53.255505,-109.9974122
596661,485.704340,Metres,12060327000,Lot:39 Block:8 Plan:101903150,"$410,250.00","Tax Lien: Feb 2, 2015 Registration # 120627727: Removal Fee:$15.00",39,8,101903150,4711,"",20 Street,4711 20 Street,39-8-101903150,060327,City of Lloydminster,4711,20 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0Z6,53.25538779999999,-109.9974218
596662,495.657044,Metres,12060326000,Lot:38 Block:8 Plan:101903150,"$395,470.00","",38,8,101903150,4713,"",20 Street,4713 20 Street,38-8-101903150,060326,City of Lloydminster,4713,20 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1N8,53.2553548,-109.997536
596663,498.33712388,Metres,12060325000,Lot:37 Block:8 Plan:101903150,"$419,670.00","",37,8,101903150,4715,"",20 Street,4715 20 Street,37-8-101903150,060325,City of Lloydminster,4715,20 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1N8,53.2552742,-109.997783
596664,564.29499367,Metres,12060324000,Lot:36 Block:8 Plan:101903150,"$389,920.00","",36,8,101903150,4717,"",20 Street,4717 20 Street,36-8-101903150,060324,City of Lloydminster,4717,20 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1N8,53.2552421,-109.9979002
596665,702.57639039,Metres,12060322000,Lot:35 Block:8 Plan:101903150,"$377,630.00","",35,8,101903150,4719,"",20 Street,4719 20 Street,35-8-101903150,060322,City of Lloydminster,4719,20 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1N8,53.25518400000001,-109.9981704
596666,626.46365990,Metres,12060321000,Lot:34 Block:8 Plan:101903150,"$366,340.00","",34,8,101903150,4721,"",20 Street,4721 20 Street,34-8-101903150,060321,City of Lloydminster,4721,20 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1N8,53.25523080000001,-109.9983546
601157,536.81975001,Metres,12077215000,Lot:18 Block:16 Plan:97B 11131,"$339,380.00","",18,16,97B 11131,2609,"",42 Avenue Close,2609 42 Avenue Close,18-16-97B 11131,077215,City of Lloydminster,2609,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.261574,-109.9890743
601158,558.19910955,Metres,12077210000,Lot:17 Block:16 Plan:97B 11131,"$392,590.00","",17,16,97B 11131,2607,"",42 Avenue Close,2607 42 Avenue Close,17-16-97B 11131,077210,City of Lloydminster,2607,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.2614975,-109.9890205
601159,613.53169538,Metres,12077205000,Lot:16 Block:16 Plan:97B 11131,"$366,310.00","",16,16,97B 11131,2605,"",42 Avenue Close,2605 42 Avenue Close,16-16-97B 11131,077205,City of Lloydminster,2605,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.2613137,-109.9889208
601160,956.75408935,Metres,12077200000,Lot:15 Block:16 Plan:97B 11131,"$423,980.00","",15,16,97B 11131,2603,"",42 Avenue Close,2603 42 Avenue Close,15-16-97B 11131,077200,City of Lloydminster,2603,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.2612785,-109.9890795
601161,936.77395871,Metres,12077195000,Lot:14 Block:16 Plan:97B 11131,"$407,420.00","",14,16,97B 11131,2601,"",42 Avenue Close,2601 42 Avenue Close,14-16-97B 11131,077195,City of Lloydminster,2601,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.2612422,-109.9892183
601162,956.44583699,Metres,12077190000,Lot:13 Block:16 Plan:97B 11131,"$485,690.00","",13,16,97B 11131,2602,"",42 Avenue Close,2602 42 Avenue Close,13-16-97B 11131,077190,City of Lloydminster,2602,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.26129460000001,-109.9894056
601163,614.49991473,Metres,12077185000,Lot:12 Block:16 Plan:97B 11131,"$351,420.00","",12,16,97B 11131,2604,"",42 Avenue Close,2604 42 Avenue Close,12-16-97B 11131,077185,City of Lloydminster,2604,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.2613709,-109.989495
601164,557.80918701,Metres,12077180000,Lot:11 Block:16 Plan:97B 11131,"$316,650.00","",11,16,97B 11131,2606,"",42 Avenue Close,2606 42 Avenue Close,11-16-97B 11131,077180,City of Lloydminster,2606,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.2614847,-109.9896025
601165,533.30494352,Metres,12077175000,Lot:10 Block:16 Plan:97B 11131,"$385,330.00","",10,16,97B 11131,2608,"",42 Avenue Close,2608 42 Avenue Close,10-16-97B 11131,077175,City of Lloydminster,2608,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.2615802,-109.9894011
601166,575.92821673,Metres,12077170000,Lot:9 Block:16 Plan:97B 11131,"$327,340.00","",9,16,97B 11131,2610,"",42 Avenue Close,2610 42 Avenue Close,9-16-97B 11131,077170,City of Lloydminster,2610,42 Avenue Close,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.2617148,-109.9893964
601167,648.40354349,Metres,12077165000,Lot:1 Block:16 Plan:97B 11131,"$324,250.00","",1,16,97B 11131,2615,"",43 Avenue,2615 43 Avenue,1-16-97B 11131,077165,City of Lloydminster,2615,43 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 2B8,53.2618868,-109.9905628
601168,1130.626475,Metres,12025073000,Lot:21 Block:1 Plan:80B 00296,"$343,580.00","",21,1,80B 00296,2306,"",49 Avenue,2306 49 Avenue,21-1-80B 00296,025073,City of Lloydminster,2306,49 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L9,53.2582929,-110.0029889
601169,183.18143637,Metres,12025068000,Lot:U-2 Block:1 Plan:80B 00296,"$45,630.00","",U-2,1,80B 00296,0,"",24 Street,0 24 Street,U-2-1-80B 00296,025068,City of Lloydminster,,24 Street,Lloydminster,Alberta,Division No. 10,Canada,,53.2588662,-110.0196254
601170,643.98523801,Metres,12025065000,Lot:14 Block:1 Plan:80B 00296,"$314,220.00","",14,1,80B 00296,4812,"",24 Street,4812 24 Street,14-1-80B 00296,025065,City of Lloydminster,4812,24 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M3,53.2590158,-110.0018326
601171,619.20223151,Metres,12025064000,Lot:13 Block:1 Plan:80B 00296,"$237,280.00","",13,1,80B 00296,4810,"",24 Street,4810 24 Street,13-1-80B 00296,025064,City of Lloydminster,4810,24 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M3,53.2590656,-110.0017035
601172,400.85376599,Metres,12025061000,Lot:10 Block:1 Plan:80B 00296,"$199,620.00","",10,1,80B 00296,4804,"",24 Street,4804 24 Street,10-1-80B 00296,025061,City of Lloydminster,4804,24 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M3,53.2590662,-110.0011057
601173,400.847809,Metres,12025060000,Lot:9 Block:1 Plan:80B 00296,"$199,580.00","",9,1,80B 00296,4802,"",24 Street,4802 24 Street,9-1-80B 00296,025060,City of Lloydminster,4802,24 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M3,53.25908039999999,-110.000987
601174,401.506017,Metres,12025059000,Lot:8 Block:1 Plan:80B 00296,"$195,590.00","",8,1,80B 00296,4716,"",24 Street,4716 24 Street,8-1-80B 00296,025059,City of Lloydminster,4716,24 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M3,53.2590075,-110.0007354
601175,400.60361250,Metres,12025058000,Lot:7 Block:1 Plan:80B 00296,"$195,540.00","",7,1,80B 00296,4714,"",24 Street,4714 24 Street,7-1-80B 00296,025058,City of Lloydminster,4714,24 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M3,53.2590125,-110.0005654
601176,419.76744750,Metres,12025057000,Lot:6 Block:1 Plan:80B 00296,"$205,350.00","",6,1,80B 00296,4712,"",24 Street,4712 24 Street,6-1-80B 00296,025057,City of Lloydminster,4712,24 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M3,53.259011,-110.0004966
601177,419.402248,Metres,12025056000,Lot:5 Block:1 Plan:80B 00296,"$196,310.00","",5,1,80B 00296,4710,"",24 Street,4710 24 Street,5-1-80B 00296,025056,City of Lloydminster,4710,24 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M3,53.259018,-110.0002481
601178,419.04922250,Metres,12025054000,Lot:3 Block:1 Plan:80B 00296,"$220,070.00","",3,1,80B 00296,4706,"",24 Street,4706 24 Street,3-1-80B 00296,025054,City of Lloydminster,4706,24 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M3,53.2590148,-109.9998403
601179,8410.36816294,Metres,12025050000,Lot:B-3 Block: Plan:80B 00296,"$280,890.00","",B-3,"",80B 00296,25,"",47 Avenue,25 47 Avenue,B-3--80B 00296,025050,City of Lloydminster,,47 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,,53.2697819,-109.9974865
601180,3610.98676999,Metres,12021650000,Lot:1-2 Block:1 Plan:BX 4535,"$282,360.00","",1-2,1,BX 4535,1821,"",50 Avenue,1821 50 Avenue,1-2-1-BX 4535,021650,City of Lloydminster,1821,50 Avenue,Lloydminster,Alberta,Division No. 17,Canada,T9V 2W7,53.2556991,-110.0051131
601181,528.23525051,Metres,12025235000,Lot:10 Block:7 Plan:80B 00296,"$281,720.00","",10,7,80B 00296,4801,"",21 Street,4801 21 Street,10-7-80B 00296,025235,City of Lloydminster,4801,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M4,53.2560357,-110.0013039
601182,526.00612950,Metres,12025234000,Lot:9 Block:7 Plan:80B 00296,"$247,650.00","",9,7,80B 00296,4803,"",21 Street,4803 21 Street,9-7-80B 00296,025234,City of Lloydminster,4803,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M4,53.2559717,-110.0014378
601183,550.80376450,Metres,12025233000,Lot:8 Block:7 Plan:80B 00296,"$263,770.00","",8,7,80B 00296,4805,"",21 Street,4805 21 Street,8-7-80B 00296,025233,City of Lloydminster,4805,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M4,53.2560405,-110.0015639
601184,566.57181050,Metres,12025232000,Lot:7 Block:7 Plan:80B 00296,"$275,280.00","",7,7,80B 00296,4807,"",21 Street,4807 21 Street,7-7-80B 00296,025232,City of Lloydminster,4807,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M4,53.25597519999999,-110.0018873
601185,566.33067151,Metres,12025231000,Lot:6 Block:7 Plan:80B 00296,"$267,710.00","",6,7,80B 00296,4809,"",21 Street,4809 21 Street,6-7-80B 00296,025231,City of Lloydminster,4809,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M4,53.2559722,-110.0021229
601186,566.47437601,Metres,12025230000,Lot:5 Block:7 Plan:80B 00296,"$246,640.00","",5,7,80B 00296,4811,"",21 Street,4811 21 Street,5-7-80B 00296,025230,City of Lloydminster,4811,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M4,53.2559755,-110.0023504
601187,566.23450450,Metres,12025229000,Lot:4 Block:7 Plan:80B 00296,"$239,200.00","",4,7,80B 00296,4813,"",21 Street,4813 21 Street,4-7-80B 00296,025229,City of Lloydminster,4813,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M4,53.2560412,-110.0024479
601188,566.69473799,Metres,12025228000,Lot:3 Block:7 Plan:80B 00296,"$263,080.00","",3,7,80B 00296,4901,"",21 Street,4901 21 Street,3-7-80B 00296,025228,City of Lloydminster,4901,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M4,53.2559903,-110.0028656
601189,566.45329650,Metres,12025227000,Lot:2 Block:7 Plan:80B 00296,"$255,160.00","",2,7,80B 00296,4903,"",21 Street,4903 21 Street,2-7-80B 00296,025227,City of Lloydminster,4903,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M5,53.2559802,-110.0030453
601190,549.08119850,Metres,12025226000,Lot:1 Block:7 Plan:80B 00296,"$293,540.00","",1,7,80B 00296,4905,"",21 Street,4905 21 Street,1-7-80B 00296,025226,City of Lloydminster,4905,21 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1M5,53.256043,-110.0031313
601191,565.96432351,Metres,12025225000,Lot:21 Block:6 Plan:80B 00296,"$277,510.00","",21,6,80B 00296,2017,"",48 Avenue,2017 48 Avenue,21-6-80B 00296,025225,City of Lloydminster,2017,48 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,,53.2558705,-110.0006105
601192,635.74375182,Metres,12025224000,Lot:20 Block:6 Plan:80B 00296,"$301,420.00","",20,6,80B 00296,2019,"",48 Avenue,2019 48 Avenue,20-6-80B 00296,025224,City of Lloydminster,2019,48 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L5,53.2559941,-110.0007026
601193,683.98579115,Metres,12025223000,Lot:19 Block:6 Plan:80B 00296,"$338,640.00","",19,6,80B 00296,2101,"",48 Avenue,2101 48 Avenue,19-6-80B 00296,025223,City of Lloydminster,2101,48 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L5,53.2561914,-110.0006746
601194,601.078803,Metres,12025222000,Lot:18 Block:6 Plan:80B 00296,"$269,150.00","",18,6,80B 00296,2103,"",48 Avenue,2103 48 Avenue,18-6-80B 00296,025222,City of Lloydminster,2103,48 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L5,53.2563586,-110.0006935
601195,584.943417,Metres,12025221000,Lot:17 Block:6 Plan:80B 00296,"$281,370.00","",17,6,80B 00296,2105,"",48 Avenue,2105 48 Avenue,17-6-80B 00296,025221,City of Lloydminster,2105,48 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L5,53.25645489999999,-110.0006647
601196,639.08029299,Metres,12025220000,Lot:16 Block:6 Plan:80B 00296,"$282,460.00","",16,6,80B 00296,2107,"",48 Avenue,2107 48 Avenue,16-6-80B 00296,025220,City of Lloydminster,2107,48 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L5,53.2566418,-110.0007665
601197,932.51614750,Metres,12025219000,Lot:15 Block:6 Plan:80B 00296,"$315,130.00","",15,6,80B 00296,4729,"",22 Street,4729 22 Street,15-6-80B 00296,025219,City of Lloydminster,4729,22 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L7,53.256635,-109.9998528
601198,733.52625569,Metres,12025218000,Lot:14 Block:6 Plan:80B 00296,"$268,280.00","",14,6,80B 00296,4727,"",22 Street,4727 22 Street,14-6-80B 00296,025218,City of Lloydminster,4727,22 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L7,53.2566064,-109.9996075
601199,647.90528339,Metres,12025217000,Lot:13 Block:6 Plan:80B 00296,"$273,290.00","",13,6,80B 00296,4725,"",22 Street,4725 22 Street,13-6-80B 00296,025217,City of Lloydminster,4725,22 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L7,53.2565815,-109.9993853
601200,707.43523627,Metres,12025162000,Lot:16 Block:3 Plan:80B 00296,"$300,010.00","",16,3,80B 00296,2316,"",47 Avenue,2316 47 Avenue,16-3-80B 00296,025162,City of Lloydminster,2316,47 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L3,53.2586819,-109.9995404
601201,924.39488804,Metres,12025161000,Lot:15 Block:3 Plan:80B 00296,"$301,780.00","",15,3,80B 00296,2314,"",47 Avenue,2314 47 Avenue,15-3-80B 00296,025161,City of Lloydminster,2314,47 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L2,53.2586283,-109.9996776
601202,861.21323196,Metres,12025160000,Lot:14 Block:3 Plan:80B 00296,"$314,150.00","",14,3,80B 00296,2312,"",47 Avenue,2312 47 Avenue,14-3-80B 00296,025160,City of Lloydminster,2312,47 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L2,53.2584235,-109.9996194
601203,841.93742063,Metres,12025159000,Lot:13 Block:3 Plan:80B 00296,"$283,170.00","",13,3,80B 00296,2310,"",47 Avenue,2310 47 Avenue,13-3-80B 00296,025159,City of Lloydminster,2310,47 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 1L3,53.2582998,-109.9995496
601204,646.77796951,Metres,12024140000,Lot:12 Block:18 Plan:66B 10085,"$273,170.00","",12,18,66B 10085,4802,"",36 Street,4802 36 Street,12-18-66B 10085,024140,City of Lloydminster,4802,36 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0A3,53.2708736,-110.0008282
601205,566.58561350,Metres,12024130000,Lot:10 Block:18 Plan:63B 08586,"$250,060.00","",10,18,63B 08586,4803,"",37 Street,4803 37 Street,10-18-63B 08586,024130,City of Lloydminster,4803,37 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0A7,53.2714726,-110.0008972
601206,735.77886599,Metres,12024100000,Lot:3 Block:18 Plan:63B 08586,"$275,680.00","",3,18,63B 08586,4817,"",37 Street,4817 37 Street,3-18-63B 08586,024100,City of Lloydminster,4817,37 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0A7,53.2714844,-110.0027446
601207,713.55200850,Metres,12024095000,Lot:2 Block:18 Plan:63B 08586,"$270,040.00","",2,18,63B 08586,4819,"",37 Street,4819 37 Street,2-18-63B 08586,024095,City of Lloydminster,4819,37 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0A7,53.2714869,-110.003012
601208,873.70075350,Metres,12024080000,Lot:19 Block:17 Plan:61B 05936,"$338,880.00","",19,17,61B 05936,4801,"",38 Street,4801 38 Street,19-17-61B 05936,024080,City of Lloydminster,4801,38 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0B2,53.2723886,-110.0008132
601209,849.0278,Metres,12024075000,Lot:18 Block:17 Plan:61B 05936,"$319,670.00","",18,17,61B 05936,4805,"",38 Street,4805 38 Street,18-17-61B 05936,024075,City of Lloydminster,4805,38 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0B3,53.2723036,-110.0012023
601210,849.38288650,Metres,12024070000,Lot:17 Block:17 Plan:61B 05936,"$338,840.00","",17,17,61B 05936,4809,"",38 Street,4809 38 Street,17-17-61B 05936,024070,City of Lloydminster,4809,38 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0B2,53.2723861,-110.0013722
601211,565.90268101,Metres,12024040000,Lot:9 Block:17 Plan:61B 05936,"$282,030.00","",9,17,61B 05936,4818,"",37 Street,4818 37 Street,9-17-61B 05936,024040,City of Lloydminster,4818,37 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0A8,53.27179950000001,-110.0026001
601212,566.235772,Metres,12024005000,Lot:2 Block:17 Plan:61B 05936,"$336,250.00","",2,17,61B 05936,4804,"",37 Street,4804 37 Street,2-17-61B 05936,024005,City of Lloydminster,4804,37 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0A8,53.2716751,-110.0010053
601213,592.60954350,Metres,12023990000,Lot:23 Block:6 Plan:59B 04059,"$272,330.00","",23,6,59B 04059,4801,"",39 Street,4801 39 Street,23-6-59B 04059,023990,City of Lloydminster,4801,39 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0B8,53.2732835,-110.0007338
601214,565.657107,Metres,12023970000,Lot:19 Block:6 Plan:59B 04059,"$241,820.00","",19,6,59B 04059,4809,"",39 Street,4809 39 Street,19-6-59B 04059,023970,City of Lloydminster,4809,39 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0B8,53.2732861,-110.0016629
601215,565.824966,Metres,12023965000,Lot:18 Block:6 Plan:59B 04059,"$220,080.00","",18,6,59B 04059,4811,"",39 Street,4811 39 Street,18-6-59B 04059,023965,City of Lloydminster,4811,39 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0B8,53.2732909,-110.0018745
601216,565.941777,Metres,12023950000,Lot:15 Block:6 Plan:59B 04059,"$276,230.00","",15,6,59B 04059,4817,"",39 Street,4817 39 Street,15-6-59B 04059,023950,City of Lloydminster,4817,39 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0B8,53.2732438,-110.0025123
601217,592.05819750,Metres,12023945000,Lot:14 Block:6 Plan:59B 04059,"$261,990.00","",14,6,59B 04059,3809,"",49 Avenue,3809 49 Avenue,14-6-59B 04059,023945,City of Lloydminster,3809,49 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0R8,53.2732281,-110.0033234
601218,599.55151401,Metres,12023940000,Lot:13 Block:6 Plan:59B 04059,"$243,060.00","",13,6,59B 04059,3807,"",49 Avenue,3807 49 Avenue,13-6-59B 04059,023940,City of Lloydminster,3807,49 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0R8,53.2730841,-110.0033222
601219,599.89224099,Metres,12023935000,Lot:12 Block:6 Plan:59B 04059,"$271,630.00","",12,6,59B 04059,3805,"",49 Avenue,3805 49 Avenue,12-6-59B 04059,023935,City of Lloydminster,3805,49 Avenue,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0R8,53.2729392,-110.0033208
601220,565.84206701,Metres,12023910000,Lot:7 Block:6 Plan:59B 04059,"$218,890.00","",7,6,59B 04059,4814,"",38 Street,4814 38 Street,7-6-59B 04059,023910,City of Lloydminster,4814,38 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0B3,53.27258579999999,-110.0022067
601221,566.02114250,Metres,12023905000,Lot:6 Block:6 Plan:59B 04059,"$218,030.00","",6,6,59B 04059,4812,"",38 Street,4812 38 Street,6-6-59B 04059,023905,City of Lloydminster,4812,38 Street,Lloydminster,Saskatchewan,Division No. 17,Canada,S9V 0B3,53.2726532,-110.0019105
