roll,legal,address,land_area,land_area_unit,subdivision,zoning,linc_number,market_land_site_area,market_land_site_area_unit,year_of_assessment,assessment_value,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
4911000,4694MC 6 9 SW-13-55-1-5,609 ASH STREET,0.25,Acres,Sturgeon County,HAMLET RESIDENTIAL,,0.25,Acres,2014,"69,070",609,Ash Street,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.753531,-114.02601
4912000,4694MC 6 10,610 ASH STREET,0.34,Acres,Sturgeon County,HAMLET RESIDENTIAL,,0.34,Acres,2014,"98,600",610,Ash Street,Calahoo,Alberta,Division No. 11,Canada,T0G 0J0,53.753027,-114.0251
4914000,9920542 6 16,612 ASH STREET,0.46,Acres,Sturgeon County,HAMLET RESIDENTIAL,,0.46,Acres,2014,"372,460",612,Ash Street,Calahoo,Alberta,Division No. 11,Canada,T0G 0J0,53.75301589999999,-114.0250955
4915000,4694MC 6 13,613 ASH STREET,0.24,Acres,Sturgeon County,HAMLET RESIDENTIAL,,0.24,Acres,2014,"52,450",613,Ash Street,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.75268699999999,-114.025847
4916000,4694MC 6 14,614 55230 RGE RD 10,0.24,Acres,Sturgeon County,HAMLET RESIDENTIAL,0017435877,0.24,Acres,2014,"260,280",,55230 Range Road 10,Calahoo,Alberta,Division No. 11,Canada,T0G 0J0,53.7557477,-114.0138049
4917000,4694MC 6 15,615 ASH STREET,0.21,Acres,Sturgeon County,HAMLET RESIDENTIAL,,0.21,Acres,2014,"264,480",615,Ash Street,Calahoo,Alberta,Division No. 11,Canada,T0G 0J0,53.75301,-114.0250544
4918000,4694MC R-6,,1.29,Acres,Sturgeon County,HAMLET RESIDENTIAL,,1.29,Acres,2014,"73,290",,,,,,,,,
4919000,4694MC R-7,,0.43,Acres,Sturgeon County,HAMLET RESIDENTIAL,,0.43,Acres,2014,"67,480",,,,,,,,,
4920000,4694MC R-8,,1.47,Acres,Sturgeon County,AGRICULTURE,,1.47,Acres,2014,"74,000",,,,,,,,,
4921000,SE-23-56-1-5,,126.20,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"7,610",,,,,,,,,
4922000,SW-23-56-1-5,,105.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"16,840",,,,,,,,,
4923000,SW-23-56-1-5,56309 RGE RD 12,25.00,Acres,Sturgeon County,AGRICULTURE,0021993415,3.00,Acres,2014,"248,680",56309,Range Road 12,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6514552,-114.0510167
4924000,NW-23-56-1-5,1121 TWP RD 564,160.00,Acres,Sturgeon County,AGRICULTURE,0020127859,3.00,Acres,2014,"646,620",,Township Road 564,,Alberta,Division No. 11,Canada,,53.8618472,-113.5457616
4925000,NE-23-56-1-5,,127.17,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"14,490",,,,,,,,,
4926000,0426514 1 1 SE-24-56-1-5,1004 TWP RD 563,77.52,Acres,Sturgeon County,AGRICULTURE,0030808976,3.00,Acres,2014,"406,940",,Township Road 563,Alcomdale,Alberta,Division No. 11,Canada,T0G 0A0,53.847392,-114.001854
4926001,SW-24-56-1-5,1018 TWP RD 563,2.47,Acres,Sturgeon County,AGRICULTURE,0013068359,2.47,Acres,2014,"408,400",,Township Road 563,Alcomdale,Alberta,Division No. 11,Canada,T0G 0A0,53.847392,-114.001854
4926002,SW-24-56-1-5,,187.53,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"21,940",,,,,,,,,
4926003,SE-24-56-1-5,1002 TWP RD 563,2.89,Acres,Sturgeon County,AGRICULTURE,0012207940,2.89,Acres,2014,"354,220",,Township Road 563,Alcomdale,Alberta,Division No. 11,Canada,T0G 0A0,53.847392,-114.001854
4927000,NW-24-56-1-5,1029 TWP RD 564,167.00,Acres,Sturgeon County,AGRICULTURE,0017692138,3.00,Acres,2014,"123,900",,Township Road 564,,Alberta,Division No. 11,Canada,,53.8618472,-113.5457616
4927001,NE-24-56-1-5,,64.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"8,800",,,,,,,,,
4928000,7920552 1 1,56403 RGE RD 11,2.16,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,380,56403,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4928001,7920552 1 2,56401 RGE RD 11,3.02,Acres,Sturgeon County,AGRICULTURE,0026875527,3.02,Acres,2014,"685,230",56401,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4928002,7920552 1 3MR,,7.51,Acres,Sturgeon County,AGRICULTURE,,7.51,Acres,2014,"84,850",,,,,,,,,
4929000,SW-25-56-1-5,,18.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"1,280",,,,,,,,,
4930000,NW-25-56-1-5,,59.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"5,640",,,,,,,,,
4931000,NE-25-56-1-5,,143.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"18,220",,,,,,,,,
4932000,SE-26-56-1-5,,117.09,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"17,630",,,,,,,,,
4933000,SE-26-56-1-5,56415 RGE RD 11,13.95,Acres,Sturgeon County,AGRICULTURE,0010164705,3.00,Acres,2014,"294,240",56415,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4934000,SW-26-56-1-5,56413 RGE RD 12,160.00,Acres,Sturgeon County,AGRICULTURE,0016542400,3.00,Acres,2014,"320,310",56413,Range Road 12,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6514552,-114.0510167
4935000,NW-26-56-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"15,310",,,,,,,,,
4936000,NE-26-56-1-5,56432 RGE RD 11,115.85,Acres,Sturgeon County,AGRICULTURE,0021143219,3.00,Acres,2014,"561,980",56432,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4936001,7820607 1 1,56418 RGE RD 11,3.00,Acres,Sturgeon County,AGRICULTURE,0026336396,3.00,Acres,2014,"410,760",56418,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4937000,SE-35-56-1-5,,101.94,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"8,930",,,,,,,,,
4937001,SE-35-56-1-5,56507 RGE RD 11,34.24,Acres,Sturgeon County,AGRICULTURE,0013143839,3.00,Acres,2014,"346,350",56507,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4937002,SE-35-56-1-5,56514 RGE RD 11,9.90,Acres,Sturgeon County,AGRICULTURE,0021898218,3.00,Acres,2014,"741,380",56514,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4937003,SE-35-56-1-5,,1.98,Acres,Sturgeon County,AGRICULTURE,,1.98,Acres,2014,"28,930",,,,,,,,,
4938000,0825426 1 1,56509 RGE RD 12,15.99,Acres,Sturgeon County,AGRICULTURE,0033325128,3.00,Acres,2014,"186,560",56509,Range Road 12,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6514552,-114.0510167
4939000,NW-35-56-1-5,,70.76,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"4,610",,,,,,,,,
4939001,NW-35-56-1-5,1129 TWP RD 570,9.20,Acres,Sturgeon County,AGRICULTURE,0022856827,3.00,Acres,2014,"259,300",,Township Road 570,,Alberta,Division No. 11,Canada,,53.8909185,-113.3723812
4940000,NE-35-56-1-5,1105 TWP RD 570,88.91,Acres,Sturgeon County,AGRICULTURE,0021095717,0.00,Acres,2014,"6,100",,Township Road 570,,Alberta,Division No. 11,Canada,,53.8909185,-113.3723812
4940001,NE-35-56-1-5,56532 RGE RD 11,2.00,Acres,Sturgeon County,AGRICULTURE,0010291855,2.00,Acres,2014,"234,430",56532,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4940002,NE-35-56-1-5,1113 TWP RD 570,69.09,Acres,Sturgeon County,AGRICULTURE,0022493191,3.00,Acres,2014,"260,250",,Township Road 570,,Alberta,Division No. 11,Canada,,53.8909185,-113.3723812
4941000,SE-36-56-1-5,,29.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"2,530",,,,,,,,,
4942000,SE-36-56-1-5,,107.60,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"13,500",,,,,,,,,
4943000,SW-36-56-1-5,,32.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"2,180",,,,,,,,,
4944000,SW-36-56-1-5,,106.60,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"11,230",,,,,,,,,
4945000,NW-36-56-1-5,,77.30,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"7,760",,,,,,,,,
4946000,NE-36-56-1-5,56522 RGE RD 10,160.00,Acres,Sturgeon County,AGRICULTURE,0013950514,3.00,Acres,2014,"315,780",,Range Road 10,,Alberta,Division No. 11,Canada,,53.8974912,-114.0016826
4947000,SE-1-57-1-5,,75.99,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"9,330",,,,,,,,,
4947001,SE-1-57-1-5,57008 RGE RD 10,3.00,Acres,Sturgeon County,AGRICULTURE,0019805093,3.00,Acres,2014,"98,560",,Range Road 10,,Alberta,Division No. 11,Canada,,53.8974912,-114.0016826
4948000,SE-1-57-1-5,,1.00,Acres,Sturgeon County,AGRICULTURE,,1.00,Acres,2014,"35,880",,,,,,,,,
4949000,SW-1-57-1-5,1020 TWP RD 570,80.00,Acres,Sturgeon County,AGRICULTURE,0021738182,3.00,Acres,2014,"337,790",,Township Road 570,,Alberta,Division No. 11,Canada,,53.8909185,-113.3723812
4949001,SW-1-57-1-5,57005 RGE RD 11,80.00,Acres,Sturgeon County,AGRICULTURE,0021595691,3.00,Acres,2014,"250,020",57005,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4950000,NW-1-57-1-5,57019 RGE RD 11,80.00,Acres,Sturgeon County,AGRICULTURE,0022859037,3.00,Acres,2014,"273,610",57019,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4951000,NW-1-57-1-5,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"10,720",,,,,,,,,
4952000,NE-1-57-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"22,960",,,,,,,,,
4953000,SE-2-57-1-5,57016 RGE RD 11,124.46,Acres,Sturgeon County,AGRICULTURE,0033443177,3.00,Acres,2014,"169,330",57016,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4953001,SE-2-57-1-5,1116 TWP RD 570,3.00,Acres,Sturgeon County,AGRICULTURE,0016247686,3.00,Acres,2014,"112,510",,Township Road 570,,Alberta,Division No. 11,Canada,,53.8909185,-113.3723812
4954000,SW-2-57-1-5,1126 TWP RD 570,79.86,Acres,Sturgeon County,AGRICULTURE,0028352599,3.00,Acres,2014,"274,450",,Township Road 570,,Alberta,Division No. 11,Canada,,53.8909185,-113.3723812
4954001,0021093 1 SW-2-57-1-5,57015 RGE RD 12,80.14,Acres,Sturgeon County,AGRICULTURE,0028352607,3.00,Acres,2014,"510,120",57015,Range Road 12,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6514552,-114.0510167
4955000,NW-2-57-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"20,100",,,,,,,,,
4956000,NE-2-57-1-5,57020 RGE RD 11,160.00,Acres,Sturgeon County,AGRICULTURE,0022859060,3.00,Acres,2014,"404,170",57020,Range Road 11,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6142522,-114.0264155
4957000,SE-11-57-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"13,600",,,,,,,,,
4958000,SW-11-57-1-5,57113 RGE RD 12,160.00,Acres,Sturgeon County,AGRICULTURE,0012691879,3.00,Acres,2014,"545,110",57113,Range Road 12,Onoway,Alberta,Division No. 11,Canada,T0E 1V0,53.6514552,-114.0510167
4959000,NW-11-57-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"11,440",,,,,,,,,
4960000,NE-11-57-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"12,270",,,,,,,,,
4961000,SE-12-57-1-5,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"12,340",,,,,,,,,
4962000,SE-12-57-1-5,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"11,860",,,,,,,,,
4963000,SW-12-57-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"17,830",,,,,,,,,
4964000,NW-12-57-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"10,600",,,,,,,,,
4965000,NE-12-57-1-5,57126 RGE RD 10,160.00,Acres,Sturgeon County,AGRICULTURE,0022857577,3.00,Acres,2014,"401,630",,Range Road 10,,Alberta,Division No. 11,Canada,,53.8974912,-114.0016826
4966000,SE-13-57-1-5,57212 RGE RD 10,160.00,Acres,Sturgeon County,AGRICULTURE,0010289635,3.00,Acres,2014,"414,600",,Range Road 10,,Alberta,Division No. 11,Canada,,53.8974912,-114.0016826
4967000,SW-13-57-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"7,910",,,,,,,,,
4968000,SE-14-57-1-5,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"10,250",,,,,,,,,
4969000,SW-14-57-1-5,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"4,370",,,,,,,,,
4969001,SW-14-57-1-5,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"4,940",,,,,,,,,
5003000,4079TR R-3,,10.01,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,280,,,,,,,,,
5003005,7620629 1 R-1,,0.16,Acres,Sturgeon County,AGRICULTURE,,0.16,Acres,2014,440,,,,,,,,,
5003006,3471TR 1 R-2,,8.39,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,400,,,,,,,,,
5003007,SE-9-56-23-4,,4.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,220,,,,,,,,,
5003008,3160TR 2 R-12 SE-1-1-1-4,,5.45,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,310,,,,,,,,,
5003009,8120483 2 4MR,,3.24,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,200,,,,,,,,,
5003010,SE-6-56-23-4,,1.14,Acres,Sturgeon County,AGRICULTURE,,1.14,Acres,2014,"4,210",,,,,,,,,
5003012,SW-25-55-22-4,,4.75,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,290,,,,,,,,,
5003013,7622237 3 R-20 NW-19-54-27-4,,5.02,Acres,Sturgeon County,AGRICULTURE,,5.02,Acres,2014,"7,750",,,,,,,,,
5003024,SW-10-54-27-4,,0.36,Acres,Sturgeon County,AGRICULTURE,,0.36,Acres,2014,"2,060",,,,,,,,,
5003026,NW-15-57-20-4,,1.30,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,150,,,,,,,,,
5003027,SW-16-55-24-4,,0.70,Acres,Sturgeon County,AGRICULTURE,,0.70,Acres,2014,"2,790",,,,,,,,,
5003041,5010S C W OF21,,0.24,Acres,Sturgeon County,AGRICULTURE,,0.24,Acres,2014,"4,250",,,,,,,,,
5003043,NE-26-57-23-4,,8.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,400,,,,,,,,,
5008004,NE-8-54-24-4,,109.10,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,0.00,Acres,2014,"26,440",,,,,,,,,
5008005,NW-9-54-24-4,,150.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"37,690",,,,,,,,,
5012002,SE-29-54-24-4,,110.80,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"22,960",,,,,,,,,
5013001,NW-11-54-24-4,,115.50,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"27,240",,,,,,,,,
5013003,NW-26-54-24-4,,150.00,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"38,000",,,,,,,,,
5013004,NW-23-54-24-4,,150.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"38,660",,,,,,,,,
5013005,NW-22-54-24-4,,120.00,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"23,520",,,,,,,,,
5013006,NE-15-54-24-4,,200.00,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"18,620",,,,,,,,,
5014008,NW-33-55-25-4,,8.71,Acres,Sturgeon County,AGRICULTURE,,8.71,Acres,2014,"52,430",,,,,,,,,
5014009,NW-29-55-24-4,,142.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"25,820",,,,,,,,,
5015001,SE-17-54-24-4,,109.70,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"24,560",,,,,,,,,
5015002,NW-10-54-24-4,,120.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"31,930",,,,,,,,,
5016001,NE-17-54-24-4,,16.70,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"4,560",,,,,,,,,
5017001,SE-20-54-24-4,,34.00,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"3,360",,,,,,,,,
5018001,NE-20-54-24-4,,101.20,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"22,240",,,,,,,,,
5018002,NE-16-54-24-4,,241.80,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"47,390",,,,,,,,,
5018003,SW-26-54-24-4,,125.00,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,"32,810",,,,,,,,,
5018005,NE-10-54-24-4,,100.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"16,290",,,,,,,,,
5018006,SW-16-54-24-4,,18.60,Acres,Sturgeon County,EDMONTON GARRISON,,0.00,Acres,2014,780,,,,,,,,,
5026001,SW-21-54-24-4,,"",Acres,Sturgeon County,AGRICULTURE,,,Acres,2014,"9,170",,,,,,,,,
5030002,SW-21-54-24-4,,0.50,Acres,Sturgeon County,EDMONTON GARRISON,,0.50,Acres,2014,"329,100",,,,,,,,,
5060000,7621581 1 A&B NE-14-54-27-4,,5.87,Acres,Sturgeon County,AIRPORT,,5.87,Acres,2014,"1,739,140",,,,,,,,,
5100000,LSD4&5 UNTITLED SW-6-57-22-4,,32.20,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,880,,,,,,,,,
5102000,E -25-56-23-4,,33.74,Acres,Sturgeon County,URBAN FRINGE,,0.00,Acres,2014,"1,050",,,,,,,,,
5119000,NW-32-57-22-4,57528 RGE RD 224A,7.36,Acres,Sturgeon County,AGRICULTURE,0026465618,0.00,Acres,2014,700,57528,Range Road 224,Fort Saskatchewan,Alberta,Division No. 11,Canada,T8L 3Y4,53.6867513,-113.1969917
5120000,NE-9-56-25-4,,7.02,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,690,,,,,,,,,
5122000,6598AZ,,6.86,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,650,,,,,,,,,
5126000,SW-29-57-23-4,,6.33,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,390,,,,,,,,,
5127000,2011BK,,2.93,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,480,,,,,,,,,
5128000,9123058 1,,9.17,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"2,700",,,,,,,,,
5149000,CARDIFF GOLF CLUB,,155.89,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-A,,155.89,Acres,2014,"2,279,850",,,,,,,,,
5151000,SE-1-1-1-4,,261.44,Acres,Sturgeon County,INTERMUNICIPAL FRINGE-B,,0.00,Acres,2014,"22,010",,,,,,,,,
5155000,W -32-56-24-4,,129.90,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"9,040",,,,,,,,,
5156000,SW-17-57-25-4,,160.00,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"23,650",,,,,,,,,
5158000,SE-31-56-25-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"13,970",,,,,,,,,
5158001,SE-31-56-25-4,,80.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"11,250",,,,,,,,,
5175000,REFER TO #2455,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"20,410",,,,,,,,,
5178000,NE-4-58-23-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"4,950",,,,,,,,,
5179000,SE-9-58-23-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"3,690",,,,,,,,,
5183000,REFER TO #4562,,161.00,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"22,620",,,,,,,,,
5187000,7620122 3335.0,,97.57,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,0.00,Acres,2014,"15,240",,,,,,,,,
5189000,PT-33-56-25-4,,190.62,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"20,680",,,,,,,,,
5192000,SE-1-1-1-4,,25.08,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"5,530",,,,,,,,,
5194000,NW-29-56-25-4,,4.40,Acres,Sturgeon County,AGRICULTURE,,4.40,Acres,2014,"181,910",,,,,,,,,
5194001,SE-32-56-25-4,,19.30,Acres,Sturgeon County,AGRICULTURE,,19.30,Acres,2014,"237,480",,,,,,,,,
5194002,SW-32-56-25-4,,65.70,Acres,Sturgeon County,AGRICULTURE,,65.70,Acres,2014,"281,080",,,,,,,,,
5194003,NW-32-56-25-4,,123.30,Acres,Sturgeon County,AGRICULTURE,,123.30,Acres,2014,"454,300",,,,,,,,,
5194004,NE-32-56-25-4,,89.90,Acres,Sturgeon County,AGRICULTURE,,89.90,Acres,2014,"353,860",,,,,,,,,
5194005,NW-33-56-25-4,,0.20,Acres,Sturgeon County,AGRICULTURE,,0.20,Acres,2014,"15,960",,,,,,,,,
5194006,SW-4-57-25-4,,2.50,Acres,Sturgeon County,AGRICULTURE,,2.50,Acres,2014,"95,130",,,,,,,,,
5194007,SE-5-57-25-4,,155.10,Acres,Sturgeon County,AGRICULTURE,,155.10,Acres,2014,"447,950",,,,,,,,,
5194008,SW-5-57-25-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,160.00,Acres,2014,"457,530",,,,,,,,,
5194009,NW-5-57-25-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,160.00,Acres,2014,"457,530",,,,,,,,,
5194010,NE-5-57-25-4,,117.10,Acres,Sturgeon County,AGRICULTURE,,117.10,Acres,2014,"373,670",,,,,,,,,
5194011,SE-6-57-25-4,,100.50,Acres,Sturgeon County,AGRICULTURE,,100.50,Acres,2014,"341,220",,,,,,,,,
5194012,NW-6-57-25-4,,82.70,Acres,Sturgeon County,AGRICULTURE,,82.70,Acres,2014,"306,430",,,,,,,,,
5194013,NE-6-57-25-4,,160.00,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,160.00,Acres,2014,"457,530",,,,,,,,,
5194014,SE-7-57-25-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,160.00,Acres,2014,"457,530",,,,,,,,,
5194015,SW-7-57-25-4,,125.50,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,125.50,Acres,2014,"390,090",,,,,,,,,
5194016,NW-7-57-25-4,,11.11,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,11.11,Acres,2014,"166,490",,,,,,,,,
5194017,NE-7-57-25-4,,85.50,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,85.50,Acres,2014,"311,900",,,,,,,,,
5194018,SE-8-57-25-4,,110.20,Acres,Sturgeon County,AGRICULTURE,,110.20,Acres,2014,"360,180",,,,,,,,,
5194019,SW-8-57-25-4,,160.00,Acres,Sturgeon County,AGRICULTURE,,160.00,Acres,2014,"457,530",,,,,,,,,
5194020,NW-8-57-25-4,,119.50,Acres,Sturgeon County,AGRICULTURE-NATURE CONSERVATION,,119.50,Acres,2014,"378,360",,,,,,,,,
5194021,NE-8-57-25-4,,44.50,Acres,Sturgeon County,AGRICULTURE,,44.50,Acres,2014,"231,760",,,,,,,,,
5194030,SE-29-57-22-4,,4.20,Acres,Sturgeon County,AGRICULTURE,,4.20,Acres,2014,"104,500",,,,,,,,,
5194031,SE-29-57-22-4,,3.71,Acres,Sturgeon County,AGRICULTURE,,3.71,Acres,2014,"100,620",,,,,,,,,
5194032,SE-29-57-22-4,,1.48,Acres,Sturgeon County,AGRICULTURE,,1.48,Acres,2014,"59,880",,,,,,,,,
5194033,SW-29-57-22-4,,36.82,Acres,Sturgeon County,AGRICULTURE,,36.82,Acres,2014,"179,730",,,,,,,,,
5194034,SW-29-57-22-4,,8.15,Acres,Sturgeon County,AGRICULTURE,,8.15,Acres,2014,"118,930",,,,,,,,,
5194035,SW-29-57-22-4,,9.88,Acres,Sturgeon County,AGRICULTURE,,9.88,Acres,2014,"123,380",,,,,,,,,
5194036,SW-29-57-22-4,,9.64,Acres,Sturgeon County,AGRICULTURE,,9.64,Acres,2014,"122,770",,,,,,,,,
5194037,SW-29-57-22-4,,8.15,Acres,Sturgeon County,AGRICULTURE,,8.15,Acres,2014,"118,930",,,,,,,,,
5194038,SW-29-57-22-4,,31.63,Acres,Sturgeon County,AGRICULTURE,,31.63,Acres,2014,"168,890",,,,,,,,,
5194039,NW-29-57-22-4,,22.98,Acres,Sturgeon County,AGRICULTURE,,22.98,Acres,2014,"150,810",,,,,,,,,
5194040,NW-29-57-22-4,,2.22,Acres,Sturgeon County,AGRICULTURE,,2.22,Acres,2014,"79,280",,,,,,,,,
5194041,NW-29-57-22-4,,0.49,Acres,Sturgeon County,AGRICULTURE,,0.49,Acres,2014,"22,570",,,,,,,,,
5205003,E -27-57-25-4,,2.58,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"1,368,160",,,,,,,,,
5210001,NE-32-55-25-4,,0.09,Acres,Sturgeon County,AGRICULTURE,,0.09,Acres,2014,"86,650",,,,,,,,,
5225000,SE-27-57-25-4,,0.81,Acres,Sturgeon County,AGRICULTURE,,0.81,Acres,2014,"13,370",,,,,,,,,
5226000,SE-18-56-21-4,,0.00,Acres,Sturgeon County,AGRICULTURE,,,Acres,2014,"948,910",,,,,,,,,
5235000,SE-23-56-23-4,,12.40,Acres,Sturgeon County,AGRICULTURE,,0.00,Acres,2014,"1,570",,,,,,,,,
5300000,SE-1-1-1-4,,0.00,Acres,Sturgeon County,URBAN FRINGE,,,Acres,2014,"121,810",,,,,,,,,
5301000,SE-1-1-1-4,,0.00,Acres,Sturgeon County,AGRICULTURE,,,Acres,2014,"73,140",,,,,,,,,
